Artist Name,Track Name,Popularity,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Genre_name
Data,Rapture,27.0,0.541,0.882,-3.929,0,0.219,0.158,,0.079,0.423,142.86700000000005,218373.0,4,Alt
Paladin,The River Dragon Has Come,28.0,0.485,0.975,-4.956,1,0.0692,3.07e-05,0.0007700000000000001,0.0443,0.265,139.91,305052.0,4,Metal
Michael Kiwanuka,You Ain't The Problem,59.0,0.643,0.773,-7.997999999999998,1,0.0414,0.188,0.000412,0.0986,0.653,124.538,249333.0,4,Pop
Death Valley Girls,Street Justice,25.0,0.324,0.948,-4.609,1,0.0522,8.85e-06,0.561,0.165,0.342,90.542,160587.0,4,Alt
MONOEYES,リザードマン,40.0,0.472,0.862,-4.835,1,0.0324,2.49e-05,6.08e-06,0.076,0.0956,94.984,247067.0,4,Rock
The Cult,She Sells Sanctuary,69.0,0.55,0.765,-8.684,1,0.0287,4.76e-06,0.873,0.132,0.419,139.46,252533.0,4,Indie
Tuna,מרפקים,42.0,0.542,0.812,-6.485,1,0.107,0.0798,,0.693,0.5770000000000001,72.936,286470.0,4,HipHop
Part-Time Friends,Paris en août,37.0,0.7090000000000001,0.5539999999999999,-9.802,1,0.0734,0.375,0.000796,0.108,0.631,138.11700000000002,210147.0,4,Indie
Concha Piquer,Tatuaje,35.0,0.46,0.223,-8.974,0,0.138,0.995,0.0957,0.253,0.306,78.306,188200.0,4,Pop
Arcade Fire,Wake Up,65.0,0.252,0.8,-4.845,1,0.0368,0.12,0.0538,0.118,0.29,139.361,335333.0,4,Alt
Ana Alcaide,Elenion,40.0,0.701,0.204,-17.527,0,0.0406,0.964,0.835,0.0985,0.27,104.983,4.314666667,3,Instrumental
TDJ,Open Air,37.0,0.667,0.51,-10.133,1,0.0436,0.17600000000000002,0.00283,0.0857,0.16,141.077,251555.0,4,Alt
Britney Spears,Don't Let Me Be the Last to Know,57.0,0.633,0.755,-6.566,1,0.0421,0.158,,0.273,0.7290000000000001,138.96,3.848883333,4,Pop
Miri Mesika,חדשות טובות,15.0,0.4370000000000001,0.469,-6.3210000000000015,0,0.0293,0.73,,0.104,0.369,139.82399999999998,177493.0,3,Pop
Institute,Bulletproof Skin,44.0,0.327,0.852,-4.798,1,0.0613,0.00295,,0.12,0.222,180.075,265107.0,4,Rock
James Taylor,Fire and Rain - 2019 Remaster,73.0,0.597,0.271,-17.293,1,0.0394,0.7659999999999999,0.0119,0.0933,0.338,76.271,203613.0,4,Rock
James Otto,Just Got Started Lovin' You,62.0,0.705,0.606,-7.0470000000000015,1,0.0243,0.159,0.00149,0.242,0.8759999999999999,98.001,3.910666667,4,Country
elegant slims,Not Human,46.0,0.52,0.815,-4.758,0,0.0488,0.00172,1.92e-06,0.08900000000000001,0.466,91.972,199387.0,4,Rock
Ms. Lauryn Hill,Lost Ones,61.0,0.8320000000000001,0.7490000000000001,-6.129,1,0.37,0.0998,3.74e-06,0.0837,0.65,94.899,333907.0,4,HipHop
Goldfinger,Put The Knife Away,45.0,0.241,0.916,-3.9,1,0.168,0.000868,,0.031,0.67,186.797,177924.0,4,Rock
Dire Straits,Money For Nothing,42.0,0.6659999999999999,0.667,-9.305,0,0.0371,0.043,0.0005,0.07400000000000001,0.679,134.219,8.51555,4,Rock
Eyal Golan,מאמי,32.0,0.552,0.653,-4.52,0,0.0327,0.48,,0.11,0.473,140.046,302466.0,4,Pop
Bleachers,Chinatown (feat. Bruce Springsteen),64.0,0.442,0.6890000000000001,-5.289,1,0.0251,0.00458,,0.11,0.208,89.001,247968.0,3,Indie
MAX RAD,Where Are We Now?,32.0,0.742,0.657,-10.579,0,0.105,0.0687,0.0006129999999999999,0.274,0.6559999999999999,107.479,197477.0,4,Indie
The Faint,The Geeks Were Right,37.0,0.737,0.6679999999999999,-6.261,0,0.0323,0.00405,6.04e-05,0.385,0.961,131.009,176240.0,4,Indie
Kojaque,Town's Dead,45.0,0.529,0.746,-8.288,1,0.0649,0.0271,7.94e-06,0.158,0.184,83.978,186334.0,4,Rock
Limp Bizkit,Take A Look Around,72.0,0.425,0.852,-5.607,1,0.046,0.0175,0.306,0.0935,0.512,101.968,321040.0,4,Rock
Freddie King,Going Down,59.0,0.565,0.526,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.93599999999995,204333.0,4,Blues
Nick Hakim,QADIR - Single Version,29.0,0.7659999999999999,0.488,-6.402,0,0.0595,0.257,0.0132,0.155,0.5820000000000001,142.035,241920.0,4,Indie
"Pritam, Arijit Singh","Hardum Humdum (From ""Ludo"")",50.0,0.59,0.821,-4.933,1,0.0444,0.34600000000000003,8.38e-06,0.454,0.784,116.942,3.133333333,4,Bollywood
Omer Adam,מביט מהצד,36.0,0.715,0.755,-5.212999999999999,0,0.0534,0.501,,0.0663,0.615,132.003,223760.0,4,Pop
Van Halen,Poundcake,39.0,0.487,0.948,-7.754,1,0.043,0.000662,0.102,0.0506,0.242,105.395,321707.0,4,Metal
The Who,Behind Blue Eyes,71.0,0.394,0.622,-8.258,0,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,221427.0,4,Rock
Garmarna,Två Systrar,39.0,0.516,0.655,-9.428,0,0.0306,0.664,0.107,0.0891,0.19,120.028,352787.0,3,Metal
Caitlyn Smith,Cheap Date,54.0,0.5870000000000001,0.299,-6.649,1,0.0327,0.853,2.11e-06,0.149,0.184,96.657,190067.0,3,Pop
Leroy Carr,Papa's on the House Top,29.0,0.6829999999999999,0.285,-12.101,1,0.0366,0.994,0.603,0.122,0.7829999999999999,94.913,175400.0,4,Blues
Fickle Friends,Cosmic Coming of Age,46.0,0.603,0.674,-8.193,1,0.0591,0.139,3.41e-06,0.116,0.732,93.004,204259.0,4,Indie
Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),71.0,0.527,0.79,-6.268,1,0.0788,0.016,,0.37,0.236,153.034,177059.0,3,Rock
bl00dwave,Blue,33.0,0.626,0.861,-7.383999999999999,0,0.0285,0.0114,0.562,0.101,0.501,110.014,146182.0,4,Indie
Johnny Winter,Third Degree,42.0,0.256,0.573,-12.179,1,0.0408,0.141,0.0279,0.111,0.8240000000000001,205.057,395600.0,3,Blues
"Gaetano Donizetti, Academy of St. Martin in the Fields, Sir Neville Marriner",String Quartet in D - Arr. for string orchestra: 1. Allegro,20.0,0.269,0.154,-18.072,1,0.0387,0.93,0.7509999999999999,0.109,0.104,134.817,6.858216667000001,4,Instrumental
Chapterhouse,Breather,37.0,0.267,0.94,-7.0520000000000005,1,0.0629,0.000126,0.161,0.358,0.21,155.58100000000005,258760.0,4,Indie
ILLENIUM,Crawl Outta Love - The Glitch Mob Remix,41.0,0.476,0.7979999999999999,-5.405,1,0.0869,0.00677,0.0914,0.583,0.0372,92.781,309677.0,4,Rock
Kaiser Chiefs,Oh My God,41.0,0.3670000000000001,0.938,-4.643,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,214880.0,4,Alt
"ATB, Topic, A7S",Your Love (9PM),88.0,0.669,0.784,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,2.50088333,4,Pop
LO,Ani Oogiot,3.0,0.5589999999999999,0.463,-11.841,1,0.0257,0.201,0.0022600000000000003,0.122,0.155,99.014,229520.0,4,Indie
MOSES,Cause You Got Me,46.0,0.494,0.805,-6.437,1,0.0293,0.000595,7.120000000000001e-05,0.0636,0.5710000000000001,96.996,232526.0,4,Rock
ILLENIUM,First Time,74.0,0.526,0.667,-5.4510000000000005,1,0.0437,0.0505,,0.321,0.43,155.085,165779.0,4,Rock
Shreya Ghoshal,Mann Bheetar,19.0,0.616,0.547,-7.63,1,0.0342,0.7390000000000001,0.0362,0.121,0.345,110.025,6.484166667,4,AcousticFolk
MOD SUN,Heavy (feat. blackbear),65.0,0.3670000000000001,0.7070000000000001,-4.698,0,0.044,0.00806,,0.358,0.377,83.03200000000002,167765.0,4,Alt
Glass Animals,Tangerine,69.0,0.845,0.583,-5.948,0,0.0773,0.114,0.000536,0.1,0.8420000000000001,149.941,200584.0,4,Indie
Aerosmith,Train Kept a Rollin',53.0,0.359,0.8540000000000001,-9.799,0,0.0418,0.00194,0.0076700000000000015,0.841,0.472,99.414,333227.0,4,Rock
Eyal Golan,פרחים במדבר,33.0,0.478,0.447,-4.828,0,0.0295,0.55,,0.145,0.321,75.053,216496.0,4,Pop
Bathtub Cig,My Friend,26.0,0.6890000000000001,0.208,-15.944,1,0.0344,0.96,0.635,0.0933,0.194,96.052,220514.0,4,Indie
Louf,Formation - Otik Remix,33.0,0.434,0.599,-11.966,0,0.0734,0.00189,0.8909999999999999,0.0929,0.436,109.188,436630.0,5,Alt
Black Sabbath,Iron Man - 2012 - Remaster,38.0,0.336,0.7959999999999999,-10.845,0,0.0896,0.00361,0.00143,0.0621,0.417,155.28,353613.0,4,Rock
Yung Bleu,Ghetto Love Birds,57.0,0.604,0.522,-6.796,1,0.0924,0.7340000000000001,0.000172,0.113,0.287,93.169,186039.0,4,HipHop
George Strait,The Fireman,56.0,0.664,0.601,-13.379,1,0.0616,0.13699999999999998,3.09e-05,0.0567,0.934,168.979,2.572666667,4,Country
BENEE,Night Garden (feat. Kenny Beats & Bakar),55.0,0.7120000000000001,0.625,-4.925,0,0.29,0.0154,,0.0509,0.48,177.94,221865.0,4,Indie
DDG,Get What You Want (feat. PnB Rock),50.0,0.799,0.494,-12.029000000000002,1,0.266,0.147,0.000929,0.115,0.234,136.019,186196.0,4,HipHop
Eugene Bridges,In Your Arms Again,8.0,0.6679999999999999,0.614,-7.8820000000000014,0,0.0278,0.127,,0.3670000000000001,0.46,103.57,308573.0,4,Blues
Dead Pony,Speak of the Devil,32.0,0.431,0.777,-7.853,1,0.0494,0.000207,1.25e-05,0.105,0.361,76.027,215296.0,4,Rock
iann dior,Darkside,58.0,0.695,0.8690000000000001,-6.914,1,0.0264,0.71,,0.343,0.92,123.991,154871.0,4,Rock
Idan Amedi,אני רוצה,45.0,0.632,0.499,-7.975,0,0.0313,0.7879999999999999,,0.199,0.332,105.876,207020.0,4,Pop
Johnny Adams,This Time I'm Gone For Good,29.0,0.418,0.387,-11.79,0,0.0634,0.21600000000000005,0.0127,0.142,0.361,202.033,280360.0,3,Blues
Lime Cordiale,On Our Own,57.0,0.705,0.6920000000000001,-7.271,1,0.0303,0.00149,0.000193,0.13699999999999998,0.772,125.933,216636.0,4,Indie
Isaac DaBom,תבטיחי לי,15.0,0.831,0.632,-8.875,0,0.13,0.139,2.71e-06,0.112,0.647,103.023,281477.0,4,Pop
Ghetts,IC3 (feat. Skepta) - Single Version,48.0,0.6629999999999999,0.645,-7.977,1,0.398,0.443,,0.166,0.394,128.023,231107.0,4,HipHop
Shivam Pathak,Ek Dil Ek Jaan,57.0,0.528,0.664,-7.262,1,0.0377,0.226,,0.121,0.109,97.893,3.6645,4,Bollywood
The Soft Cavalry,Dive,28.0,0.5,0.528,-10.051,1,0.0276,0.044,0.000243,0.0911,0.094,78.0,255385.0,4,Indie
Willie J Healey,Big Nothing,38.0,0.466,0.6990000000000001,-6.101,1,0.0319,0.475,0.0065,0.221,0.716,190.384,142246.0,4,Indie
The Kinks,Lola - Remastered,57.0,0.468,0.8390000000000001,-7.39,1,0.0365,0.459,0.461,0.151,0.935,151.842,242027.0,4,Rock
Suldusk,The Elm,38.0,0.601,0.439,-10.507,0,0.0253,0.43,0.00107,0.125,0.18600000000000005,106.973,210834.0,4,Metal
Kurt Vile,Pretty Pimpin,63.0,0.5660000000000001,0.6629999999999999,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,298760.0,4,Indie
Yameii Online,Baby My Phone,70.0,0.4270000000000001,0.6659999999999999,-7.902,0,0.0415,0.17600000000000002,0.229,0.0856,0.232,85.022,215771.0,4,Pop
Nikola Zolkiewska,Smoothness,55.0,0.325,0.16399999999999998,-17.19,0,0.0438,0.958,0.899,0.112,0.211,49.19600000000001,2.5641,3,Instrumental
The Rolling Stones,Gimme Shelter,,0.63,0.616,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,4.51288333,4,Rock
Rod Stewart,The First Cut Is the Deepest,60.0,0.546,0.627,-9.037,1,0.0244,0.316,0.00114,0.096,0.764,81.278,4.52,4,AcousticFolk
Jackie Hayes,eye 2 eye,48.0,0.638,0.6659999999999999,-6.9510000000000005,0,0.0392,0.00784,6.65e-05,0.314,0.6509999999999999,131.96200000000002,185455.0,4,Indie
Jack Fruit,wrong but worth it,30.0,0.627,0.5,-9.615,0,0.046,0.0957,0.0385,0.522,0.353,120.025,178711.0,4,Pop
Phoria,Current,49.0,0.254,0.117,-21.35,0,0.0376,0.964,0.875,0.111,0.0447,78.533,350974.0,4,Alt
Shocking Blue,Inkpot,37.0,0.655,0.648,-8.708,1,0.0345,0.102,,0.0946,0.7120000000000001,125.603,159000.0,4,Blues
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,66.0,0.68,0.315,-8.425,1,0.0391,0.913,,0.7120000000000001,0.361,117.614,3.94645,4,AcousticFolk
Elliott Ok,72,14.0,0.398,0.338,-10.084,1,0.0304,0.328,0.0319,0.099,0.188,135.75,222906.0,4,Indie
The Zombies,Time of the Season - Mono Version,66.0,0.537,0.7,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,214027.0,4,Rock
AC/DC,Big Gun,59.0,0.569,0.901,-5.197,1,0.0544,0.00555,0.26,0.16,0.8390000000000001,133.194,259413.0,4,Metal
Webb Pierce,There Stands The Glass,20.0,0.524,0.17600000000000002,-11.14,1,0.0345,0.911,,0.366,0.6759999999999999,115.996,146000.0,4,Rock
Swamp Dogg,Please Let Me Go Round Again,34.0,0.716,0.33,-13.283,1,0.046,0.193,2.94e-05,0.124,0.5720000000000001,139.92700000000002,280840.0,4,Indie
The Pale White,Wisdom Tooth,29.0,0.441,0.884,-4.319,1,0.104,0.004079999999999999,0.0008119999999999999,0.406,0.468,129.931,171107.0,4,Rock
Machine Gun Kelly,forget me too (feat. Halsey),80.0,0.654,0.875,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621.0,4,Rock
Wallice,Hey Michael,60.0,0.759,0.636,-6.3870000000000005,1,0.0473,0.0386,0.000117,0.643,0.921,120.019,179852.0,4,Indie
Tim Montana,Be A Cowboy,49.0,0.512,0.885,-3.5580000000000003,1,0.0359,0.0208,,0.101,0.47,85.01700000000002,201707.0,4,Rock
Low (Acoustic),Angel Snow,33.0,0.557,0.264,-10.625,1,0.028,0.8740000000000001,1.16e-05,0.0984,0.433,77.09899999999998,3.445166667,4,AcousticFolk
Johnny Cash,Big River,54.0,0.632,0.5589999999999999,-10.49,1,0.0674,0.8540000000000001,0.000103,0.127,0.884,182.942,151427.0,4,Rock
LILHUDDY,The Eulogy of You and Me,64.0,0.513,0.848,-4.644,1,0.0676,0.000161,,0.336,0.394,143.968,183362.0,4,Pop
BTS,Butter,,0.759,0.459,-5.187,1,0.0948,0.00323,,0.0906,0.695,109.997,164442.0,4,Pop
Shimi Tavori,עוד סיפור אחד של אהבה,29.0,0.477,0.342,-13.44,1,0.0273,0.304,,0.206,0.34600000000000003,84.87100000000002,252467.0,4,Pop
The Wallflowers,Sleepwalker,44.0,0.534,0.892,-5.04,0,0.028,0.000697,,0.109,0.7490000000000001,128.834,211027.0,4,Rock
Five Finger Death Punch,"Blue On Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",58.0,0.45,0.872,-4.91,1,0.0353,0.0018,1.6100000000000002e-05,0.0833,0.396,156.059,274615.0,4,Metal
2 Chainz,Grey Area,70.0,0.897,0.767,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.91299999999998,171838.0,4,HipHop
Faze Miyake,Stay Woke,2.0,0.655,0.438,-11.276,1,0.0433,0.012,0.648,0.222,0.557,148.018,174724.0,4,HipHop
Jess Locke,Universe,28.0,0.653,0.5429999999999999,-7.154,0,0.026,0.0852,5.37e-06,0.295,0.419,97.029,219753.0,4,Indie
Jeremy Zucker,emily,66.0,0.551,0.249,-11.392,1,0.06,0.68,0.0022,0.112,0.257,156.02,233747.0,3,Pop
Wild Pink,The Shining but Tropical,40.0,0.501,0.792,-7.31,1,0.0255,0.00708,0.00318,0.67,0.645,88.014,291613.0,4,Alt
Jeezy,And Then What,33.0,0.75,0.723,-5.452000000000001,1,0.231,0.00829,,0.0588,0.747,170.00599999999997,245480.0,4,HipHop
"Mukesh, Lata Mangeshkar",Begani Shadi Men Abdulla Diwana,17.0,0.715,0.446,-10.887,0,0.0591,0.908,0.000198,0.4270000000000001,0.932,102.673,3.61555,4,Bollywood
Passion Pit,Take a Walk,71.0,0.5660000000000001,0.755,-5.526,1,0.0368,0.0338,,0.315,0.445,101.006,264493.0,4,Indie
Shawnna,Gettin' Some,47.0,0.823,0.586,-6.044,0,0.336,0.0901,,0.0605,0.611,78.054,202760.0,4,HipHop
Walter Wolfman Washington,Landslide,18.0,0.705,0.8109999999999999,-5.483,0,0.133,0.27,0.0248,0.0233,0.5489999999999999,97.938,313813.0,4,Blues
Jamestown Revival,Prospector's Blues,45.0,0.529,0.652,-7.592,1,0.0348,0.607,,0.0893,0.486,76.05199999999998,239733.0,4,Alt
Second to Sun,Marsch der Wölfe,28.0,0.313,0.933,-4.574,1,0.062,4.82e-06,0.139,0.7170000000000001,0.0958,76.01,315790.0,4,Metal
Baby Keem,durag activity (with Travis Scott),80.0,0.89,0.701,-5.7120000000000015,0,0.342,0.00306,3.06e-06,0.0895,0.505,80.462,225020.0,4,HipHop
Armon,Hot Summer,8.0,0.35200000000000004,0.648,-7.426,1,0.0375,0.37,0.4320000000000001,0.27,0.36,82.436,349822.0,4,Indie
Long Distance Calling,Hazard,34.0,0.287,0.77,-7.477,1,0.0546,0.000483,0.445,0.0519,0.293,71.072,368973.0,4,Metal
The Jungle Giants,Treat You Right,56.0,0.664,0.759,-4.926,0,0.0428,0.0169,0.0025,0.179,0.7709999999999999,160.023,221466.0,4,Pop
Sha Na Na,At the Hop - Live at Woodstock,22.0,0.294,0.923,-12.239,0,0.212,0.198,0.000128,0.992,0.208,135.384,184787.0,4,Rock
Wallice,23,55.0,0.5760000000000001,0.597,-4.974,1,0.0391,0.22,,0.0914,0.614,133.686,164782.0,4,Indie
Dead by April,Let It Go,51.0,0.42,0.937,-2.672,0,0.152,0.00938,,0.166,0.412,156.059,191154.0,4,Metal
Beck,Dreams,59.0,0.5820000000000001,0.938,-5.726,0,0.0392,0.000733,0.0202,0.0841,0.8,113.999,314487.0,4,Indie
The Killers,Mr. Brightside,82.0,0.35200000000000004,0.911,-5.23,1,0.0747,0.00121,,0.0995,0.236,148.033,222973.0,4,Rock
"Hemanth Bhagavath, Vignesh Prabhu, Swayam Prakash Prabhu",Jog Fusion,13.0,0.645,0.504,-13.495,1,0.145,0.974,0.7859999999999999,0.23,0.511,124.904,4.725,4,AcousticFolk
Parker Millsap,Hades Pleads,48.0,0.568,0.632,-6.957999999999998,1,0.161,0.0245,0.000246,0.401,0.711,164.82299999999995,156107.0,4,Rock
bbno$,bad to the bone,67.0,0.95,0.574,-7.9689999999999985,0,0.251,0.0973,0.00027400000000000005,0.0801,0.6559999999999999,106.042,141509.0,4,Pop
No sé a quién matar,No Sé a Quién Matar,34.0,0.561,0.7040000000000001,-6.062,1,0.0232,0.0412,0.857,0.217,0.6779999999999999,98.99,219475.0,4,Indie
AWOLNATION,The Best (feat. Alice Merton),53.0,0.645,0.86,-5.041,0,0.031,0.128,0.00517,0.0929,0.04,111.029,223320.0,4,Rock
Bruce Springsteen,Ghosts,58.0,0.532,0.736,-6.901,1,0.0383,0.000146,0.000961,0.292,0.6559999999999999,125.105,354813.0,4,Rock
Jamie O'Neal,When I Think About Angels,46.0,0.507,0.843,-3.4210000000000003,1,0.108,0.274,,0.295,0.504,193.708,3.04355,4,Country
Braid,Killing A Camera,32.0,0.39,0.885,-6.98,0,0.0549,0.0014,2.11e-05,0.371,0.5920000000000001,83.661,153800.0,4,Rock
Rekha Bhardwaj,Badi Dheere Jali,25.0,0.439,0.364,-10.723,1,0.0341,0.877,0.006999999999999999,0.0776,0.111,80.202,7.023266667000001,4,AcousticFolk
Tyla Yaweh,All the Smoke (feat. Gunna & Wiz Khalifa),71.0,0.7120000000000001,0.8220000000000001,-3.728,0,0.131,0.0321,,0.239,0.469,91.011,211237.0,4,HipHop
JunkBunny,Another Summer Song,27.0,0.343,0.85,-7.51,1,0.0567,5.37e-05,5.01e-05,0.0905,0.4370000000000001,161.79399999999995,230747.0,4,Rock
Lisa Mann,"Hard Times, Bad Decisions",29.0,0.624,0.8490000000000001,-4.261,0,0.0358,0.0862,5.3e-05,0.362,0.7170000000000001,94.066,271867.0,4,Blues
Kylie V,On My Mind,30.0,0.605,0.428,-7.93,1,0.0261,0.685,0.00924,0.201,0.228,152.969,260013.0,4,Alt
Hazvuvim,זרזירים,14.0,0.682,0.7490000000000001,-10.759,0,0.0435,0.00883,0.0016600000000000002,0.12,0.6859999999999999,117.871,330493.0,4,Rock
Illinois Jacquet,Port Of Rico,34.0,0.769,0.25,-11.140999999999998,1,0.0556,0.711,0.0823,0.0855,0.615,127.147,164573.0,4,Blues
The Walkmen,The Rat,57.0,0.16699999999999998,0.921,-4.881,0,0.061,0.00014099999999999998,0.0716,0.239,0.315,168.225,262227.0,4,Indie
OK Go,This Too Shall Pass,43.0,0.43,0.669,-3.398,1,0.0448,5.07e-05,0.0105,0.121,0.417,160.001,188120.0,4,Rock
Half the Animal,Magic,43.0,0.539,0.654,-6.454,0,0.0813,0.0296,1.49e-06,0.0595,0.511,170.138,210820.0,5,Rock
bloody/bath,Arp-87,37.0,0.527,0.878,-4.932,1,0.0561,0.2,0.8759999999999999,0.104,0.198,152.017,169728.0,4,Indie
Evolution Empire,Fist of God,,0.568,0.981,-5.1610000000000005,1,0.0835,0.000322,0.0354,0.133,0.183,122.04,224028.0,4,Rock
Donny Hathaway,"To Be Young, Gifted and Black",,0.408,0.242,-15.35,1,0.0328,0.5379999999999999,0.0706,0.0931,0.364,131.15200000000002,410257.0,3,HipHop
Fontaines D.C.,Too Real,46.0,0.495,0.96,-6.235,0,0.061,0.0281,1.05e-05,0.111,0.182,172.808,248409.0,4,Alt
Lowertown,Tourist Trap,32.0,0.516,0.698,-8.008,1,0.031,0.007409999999999998,0.0087,0.575,0.227,84.014,181397.0,4,Pop
Eyal Golan,צאי אל החלון,31.0,0.619,0.893,-7.089,0,0.0438,0.0784,2.13e-05,0.29100000000000004,0.939,104.014,242293.0,4,Pop
DaBaby,8 Figures (feat. Meek Mill),56.0,0.703,0.555,-8.199,1,0.382,0.0382,,0.246,0.7020000000000001,177.205,178949.0,4,HipHop
Monolink,Harlem River,51.0,0.845,0.429,-11.706,0,0.0973,0.183,0.267,0.0727,0.443,116.007,277609.0,4,Indie
The Beaches,Give It Up,41.0,0.691,0.62,-3.339,0,0.0455,0.0129,0.000686,0.0821,0.552,109.027,179973.0,4,Rock
Dua Lipa,"I'm Not the Only One - Live from Spotify, London",65.0,0.455,0.265,-8.468,1,0.0491,0.861,,0.685,0.324,176.03599999999997,3.264,4,AcousticFolk
Suli Breaks,Adulthood,22.0,0.885,0.517,-12.067,0,0.5,0.18600000000000005,,0.446,0.705,110.012,178909.0,4,HipHop
Malfunkshun,Jezebel Woman,42.0,0.217,0.736,-7.309,0,0.0409,0.0006889999999999999,2.46e-06,0.0821,0.246,130.404,271333.0,4,Rock
George Harrison,Give Me Love (Give Me Peace On Earth),62.0,0.373,0.57,-11.56,1,0.0441,0.4970000000000001,0.0124,0.128,0.631,81.28,215693.0,4,Rock
Mavi Phoenix,Grass And The Sun,46.0,0.818,0.459,-10.073,1,0.0399,0.916,0.906,0.111,0.246,110.126,174545.0,4,Indie
Jade Bird,I Get No Joy,43.0,0.6729999999999999,0.722,-5.497000000000001,1,0.0855,0.364,,0.0605,0.7170000000000001,91.962,162070.0,4,Alt
King of Asgard,Ammobiærg,26.0,0.0809,0.993,-4.093,1,0.163,5.4899999999999986e-05,0.932,0.183,0.0397,70.972,483440.0,1,Metal
Middle Kids,Cellophane (Brain),34.0,0.545,0.421,-7.2010000000000005,1,0.0276,0.0469,2.28e-06,0.214,0.314,149.955,210133.0,4,Indie
Touché Amoré,Reminders,40.0,0.35200000000000004,0.927,-8.144,1,0.11,6.9e-05,4.48e-05,0.0409,0.355,98.336,183338.0,4,Rock
Misplaced,idk why i try,33.0,0.495,0.949,-3.789,1,0.0407,4.2e-05,0.711,0.438,0.6829999999999999,105.013,187571.0,4,Rock
The Maccabees,Precious Time,,0.339,0.821,-5.549,1,0.14300000000000002,0.048,,0.0938,0.428,169.541,259787.0,4,Indie
Pote Baby,In The Kitchen,51.0,0.8809999999999999,0.475,-8.794,1,0.5,0.303,,0.229,0.615,146.931,182870.0,4,HipHop
Run–D.M.C.,It's Tricky,73.0,0.965,0.857,-8.458,0,0.17,0.00131,,0.0726,0.951,127.656,183760.0,4,Pop
Darkcell,Burn the Witches,33.0,0.486,0.975,-4.016,1,0.11,0.00177,1.51e-05,0.929,0.131,105.005,281838.0,4,Metal
Journers,Yok Mu ?,28.0,0.485,0.706,-7.165,1,0.0333,0.00782,0.0005679999999999999,0.108,0.349,135.954,274750.0,4,Rock
Miss May I,Shadows Inside,56.0,0.381,0.969,-4.956,0,0.141,4.59e-06,1.47e-05,0.14300000000000002,0.338,179.987,236549.0,4,Metal
wave to earth,daisy.,33.0,0.442,0.5760000000000001,-5.6110000000000015,0,0.0321,0.362,9.77e-06,0.308,0.643,202.081,218500.0,4,Rock
Fallen,Tolo,30.0,0.5379999999999999,0.507,-11.015999999999998,1,0.0312,0.029,0.264,0.354,0.16899999999999998,103.021,4.065783333,4,AcousticFolk
Greta Van Fleet,Age of Machine,63.0,0.222,0.807,-4.738,1,0.045,0.000696,0.008440000000000001,0.0801,0.106,136.344,413524.0,4,Rock
Godsticks,Victim - Edit,24.0,0.292,0.775,-6.192,0,0.0488,0.00796,1.98e-06,0.111,0.368,150.475,333137.0,4,Rock
Jan & Dean,Surf City - Remastered 1990/Stereo Remix,45.0,0.469,0.647,-13.913,1,0.0315,0.595,1.65e-06,0.339,0.942,147.878,163027.0,4,Rock
The Pharcyde,Drop,56.0,0.853,0.754,-7.158,0,0.259,0.335,6.21e-06,0.252,0.69,95.081,334467.0,4,HipHop
Justus Bennetts,Nightstand,60.0,0.669,0.648,-4.66,1,0.067,0.34,,0.314,0.616,80.97399999999998,161747.0,4,Pop
Salt-N-Pepa,Push It,68.0,0.913,0.596,-12.477,0,0.0707,0.00658,0.00349,0.078,0.973,127.215,272133.0,4,Pop
Jake Milliner,Juno,35.0,0.8109999999999999,0.453,-9.54,0,0.0948,0.438,0.853,0.345,0.605,93.014,207250.0,4,Alt
21 Savage,Runnin,80.0,0.8190000000000001,0.626,-4.574,0,0.202,0.00748,0.101,0.16699999999999998,0.415,143.01,195906.0,4,HipHop
